,name,priceOld,priceNew,warranty,card,cpu,ram_size,ram_type,hard_driver,touch_screen,panel,screen_size,resolution,os,size,weight
593,Laptop Asus Vivobook 15X OLED A1503ZA-L1150W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,"Intel Core i3-1220P 1.1 GHz (12M Cache, up to 4.4 GHz, 10 lõis)",8GB,DDR4 Onboard,256GB M.2 NVMe PCIe 3.0 SSD,Không,Tấm nền OLED/AMOLED,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,35.68 x 22.76 x 1.99 ~ 1.99 cm (W x H x D),1.70 kg
594,Laptop gaming MSI GF63 Thin 11SC 662VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce GTX1650 4GB,Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB,8GB,DDR4 3200MHz,512 GB SSD NVMe PCIe1 khe HDD 2.5 inch,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,359 x 254 x 21.7 mm,1.86 kg
595,Laptop Asus VivoBook X515EP-BQ189T - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce MX330 2GB; Intel Iris Xe Graphics,Intel Core I5 - 1135G7,8GB,"DDR4, 3200 MHz",512 GB SSD NVMe PCIe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home,360 x 233 x 19.9 mm,1.8 kg
596,Laptop Asus Rog Strix G15 G513IE-HN246W - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce RTX 3050 Ti, 4GB GDDR6  Card tích hợp - AMD Radeon Graphics","AMD Ryzen 7 4800H Mobile (8 lõi /16 luồng, 12MB, 4.2 GHz)",8GB,8GB DDR4-3200 SO-DIMM,512GB PCIe 3.0 NVMe M.2 SSD,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,35.4 x 25.9 x 2.06 ~ 2.59 cm (W x D x H),2.10 kg
597,Laptop Lenovo Yoga 6 13ALC7 82UD000TVN - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",AMD Radeon Graphics,"AMD Ryzen 5 5500U (6 lõi / 12 luồng, 2.1 / 4.0GHz, 3MB L2 / 8MB L3)",8GB,Onboard LPDDR4x-4266,"512GB SSD M.2 2242 PCIe 3.0x4 NVMe (Hỗ trợ nâng cấp tối đa 1TB M.2 2242 SSD, một khe M.2 2242 PCIe 3.0 x4)",Có,Tấm nền IPS,13.3 inches,1920 x 1200 pixels (WUXGA),Windows 11 Home,304 x 218 x 17.45 mm (W x D x H),1.37 kg
598,Laptop Asus Vivobook Flip TN3402QA-LZ019W - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ Graphics,"AMD Ryzen™ 5 5600H (6 nhân, 12 luồng)",8GB,DDR4,512GB,Có,Tấm nền IPS,14 inches,1920 x 1200 pixels (FullHD+),Windows 11 Home,31.32 x 22.76 x 1.89 ~ 1.89 cm,1.50 kg
599,Laptop ASUS Gaming ROG Zephyrus G14 GA401QC-K2199W - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 3050,AMD Ryzen 7 5800HS,16GB,DDR4,512GB M.2 NVMe™ PCIe® 3.0 SSD,Không,Tấm nền IPS,14 inches,2560 x 1440 pixels (2K),Windows 11 Home SL,32.4 x 22.2 x 1.79 ~ 1.79 cm,1.60 Kg
600,Laptop HP Pavilion 15-EG0539TU 4P5G6PA - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i5-1135G7 4.20 GHz, 8MB",8GB,8GB(2 x 4GB) DDR4 3200MHz,512GB PCIe NVMe M.2 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,36.02 x 23.4 x 1.79 cm,1.75 kg
601,Laptop HP 15S-FQ5080TU 6K7A0PA - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",,Intel Core i5-1235U 1.3GHz up to 4.4GHz 12MB,8GB,(4x2) DDR4 3200MHz,256 GB PCIe® NVMe™ M.2 SSD,Không,,15.6 inches,1080 x 1920 pixels (FullHD),Windows 11 Home,1.69 kg,35.85 x 24.2 x 1.79 cm
602,Laptop ASUS Gaming ROG Strix G512-IAL001T - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",nVidia Geforce GTX 1650Ti 4GB DDR5,"Intel® Core™ i7-10750H, 2.60GHz upto 5.00GHz, 12MB cache, 6 cores 12 threads, 12MB Cache",8GB,,"512GB SSD NVMe M.2 PCIe Gen 3 x 2, 1 slot SSD NVMe M.2 PCIe Gen3 X4 hoặc M.2 SATA III",Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,32.4 x 22.59 x 1.99 cm,2.39 Kg
603,Laptop ASUS Vivobook A515EP-BQ496T - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce MX330 2GB; Intel Iris Xe Graphics,Intel Core i5 1135G7,8GB,"8 GB, DDR4",512GB SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10,359 x 233 x 23.5 mm,1.8 kg
604,Laptop Lenovo IdeaPad 3 14ITL6 82H701QWVN - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,"Intel Core i3-1115G4 (2 lõi / 4 luồng, 3.0 / 4.1GHz, 6MB)",8GB,DDR4-3200 Onboard,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,324.2 x 215.7 x 19.9 mm (W x D x H),1.41 kg
605,Laptop Asus Vivobook GO 15 E1504FA-NJ454W - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",AMD Radeon Graphics,"AMD Ryzen 5 7520U (4 lõi / 8 luồng, 4MB cache, up to 4.3 GHz max boost)",16GB,LPDDR5 Onboard,512GB M.2 NVMe PCIe 3.0 SSD,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,36.03 x 23.25 x 1.79 ~ 1.79 cm (W x H x D),1.80 kg
606,Laptop ASUS Gaming ROG Strix G512 -Đã kích hoạt,,,"Thân máy, cáp sạc, sách HDSH",nVidia Geforce GTX 1650Ti 4GB DDR5,"Intel® Core™ I5-10300H, 2.50GHz upto 4.50GHz, 8 MB cache, 4 cores 8 threads",,,512G M.2 NVMe™ PCIe® 3.0 SSD,,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,32.4 x 22.59 x 1.99 cm,2.39 Kg
607,Laptop HP 15S-DU1105TU 2Z6L3PA - Cũ Trầy Xước,,,"máy, bộ sạc",Intel UHD Graphics,Intel Core i3-10110U 2.1GHz up to 4.1GHz 4MB,4GB,"DDR4 2666MHz, 2 khe cắm tối đa 16GB",256GB PCIe® NVMe™ M.2 SSD,Không,Tấm nền VA,15.6 inches,1366 x 768 pixels (HD+),Windows 11,35.85 x 24.2 x 1.99 cm,1.74 kg
608,Laptop HP 15S-FQ2602TU 4B6D3PA - Đã kích hoạt,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,"Intel Core i5-1135G7 (up to  4.20 GHz, 8MB)",8GB,"8GB(2 x 4GB) DDR4 3200MHz, 2 khe cắm tối đa 16GB",256GB PCIe® NVMe™ M.2 SSD,Không,Tấm nền IPS,15.6 inches,1366 x 768 pixels (HD+),Windows 11 Home SL,35.85 x 24.2 x 1.79 cm,1.7 kg
609,Laptop HP Pavilion 15-cs2034TU 6YZ06PA Cũ,,,Giá sản phẩm đã bao gồm VAT,Intel UHD Graphics 620,Intel Core i5-8265U 1.6 GHz,,,HDD: 1TB Hỗ trợ thay thế SSD M.2 SATA 3,,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10,36.16 x 24.16 x 1.79 cm,1.9 kg
610,Laptop HP Pavilion 15-EG2063TU 6K791PA - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel® UHD Graphics,Intel® Core™ I3-1215U,8GB,8GB (2 x 4GB) DDR4,256 GB PCIe® NVMe™ M.2 SSD,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,36.02 x 23.4 x 1.79 cm,1.74 kg
611,Laptop ASUS VivoBook TP301UA-DW260T - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel HD Graphics 520,Intel Core I3-6100U,4GB,"DDR3L , 1600 MHz",500GB HDD,Có,,13.3 inches,1920 x 1080 pixels (FullHD),Windows 10 Home,348 x 241 x 37.6 mm,1.5 kg
612,Laptop Asus Zenbook UX425EA BM069T - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5 Tiger Lake - 1135G7,8GB,LPDDR4X (On board),512 GB SSD NVMe PCIe,,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,319 mm x 208 mm x13.9 mm,1.17 kg
613,Laptop Asus Expertbook B3402FEA-EC0960W - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel® Iris Xᵉ Graphics,"Intel® Core™ i5-1135G7 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",8GB,8G DDR4 on board,512 GB M.2 NVMe™ PCIe® 3.0 SSD,Có,,14 inches,1080 x 1920 pixels (FullHD),Windows 11 Home,32.90 x 22.39 x 1.92 ~ 1.95 cm (W x D x H),1.61 kg
614,Laptop Acer Gaming Aspire 7 A715-75G-56ZL NH.Q97SV.001 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce® GTX 1650 4G-GDDR6,"Intel Core i5-10300H (2.50 Ghz, 8 MB)",8GB,"DDR4 3200Mhz, 2 khe cắm tối đa 32GB",512GB SSD PCIe NVMe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,363.4 (W) x 254.5 (D) x 22.9 (H) mm,2.15kg
615,Laptop Asus Vivobook A412DA-EK160T - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics Vega 8,Ryzen 5 - 3500U,8GB,"8GB, GDDR4, 2400 MHz",SSD 512 GB,Không,,14 inches,1920 x 1080 pixels (FullHD),Windows 10,,1.5 Kg
616,Laptop HP 14S-FQ1066AU 4K0Z6PA - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 5-5500U Processor,8GB,AM 8GB (2x4GB) DDR4 3200GHz,256GB PCIe NVMe SSD,Không,,14 inches,1366 x 768 pixels (HD+),Windows 10 Home SL,,1.47 kg
617,Laptop Asus Expertbook B3402FEA-EC0960W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel® Iris Xᵉ Graphics,"Intel® Core™ i5-1135G7 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",8GB,8G DDR4 on board,512 GB M.2 NVMe™ PCIe® 3.0 SSD,Có,,14 inches,1080 x 1920 pixels (FullHD),Windows 11 Home,32.90 x 22.39 x 1.92 ~ 1.95 cm (W x D x H),1.61 kg
618,Laptop Acer Aspire 3 A315-58-53S6 NX.AM0SV.005 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-1135G7,8GB,"DDR4, tốc độ bus 2400Mhz",256GB PCIe NVMe SSD (nâng cấp tối đa 2TB HDD và 1TBSSD PCIe NVMe),Không,Tấm nền TFT,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,363.4 (W) x 238.4 (D) x 19.9 (H) mm,1.7 kg
619,Laptop Asus Vivobook X415EA EB640W - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel UHD Graphics,"Intel Core i5-1135G7 2.4 GHz up to 4.2 GHz, 8M",4GB,"DDR4 3200MHz, 1 khe cắm tối đa 20GB",512GB SSD PCle NVMe,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11,32.54 x 21.60 x 1.99 cm,1.60 kg
620,Laptop MSI Modern 14 B11MO 682VN  - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3-1115G4 1.7GHz up to 4.1GHz 6MB,8GB,"DDR4 3200MHz, 2 khe cắm tối đa 64GB",256GB PCIe NVMe™ M.2 SSD,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,320 x 220.55 x 16.9 mm,1.30 kg
621,Laptop ASUS VivoBook X415EA-EK675W - Đã Kích Hoạt,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,"Intel® Core™ i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 nhân 4 luồng)",4GB,4GB DDR4,256GB M.2 NVMe PCIe 3.0  SSD,Không,,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,32.54 x 21.60 x 1.99 cm,1.60 kg
622,Laptop MSI Modern 15 A5M 238VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 5-5500U,8GB,"DDR4 3200MHz, 2 khe tối đa 64GB","512GB NVMe PCIe Gen3x4 SSD, 2 khe M.2 SSD NVMe PCIe Gen3x4",Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,356.8mm (W) x 233.7mm(D) x 18.9 mm (H),1.6 kg
623,Laptop ASUS ROG Strix G15 G513IC-HN002T - Cũ đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce RTX™ 3050 4GB,"AMD Ryzen 7-4800H, 2.9GHz up to 4.2GHz, 8 nhân 16 luồng",8GB,"DDR4-3200MHz, 2 khe cắm tối đa 32GB",512GB M.2 NVMe™ PCIe® 3.0 SSD,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,35.4 x 25.9 x 2.06 ~ 2.59 cm,2.10 Kg
624,Laptop Lenovo Thinkpad P15S G2 B094H47YZZ - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Nvidia Quardo T500,Intel® Core i7-1185G7,32GB,"DDR4 SODIMM,  3200Mhz",1TB SSD,,,15.6 inches,1080 x 1920 pixels (FullHD),Windows 10 Pro,19.1mm x 365.8mm x 248mm,1.76 Kg
625,Laptop Huawei Matebook D14 - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Đồ họa Intel Iris Xe,Intel Core i5-1135G7 thế hệ thứ 11,8GB,8 GB LPDDR4X,SSD NVMe PCIe 512 GB,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11,322.5mm x 214.8mm x 15.9mm,1.38 kg
626,Laptop Gaming MSI Bravo 15 B5DD-264VN - Đã Kích Hoạt,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ RX 5500M 4GB GDDR6,AMD Ryzen 7 5800H 3.2GHz up to 4.4GHz 16MB,8GB,"DDR4 3200MHz, 2 khe cắm tối đa 64GB",512GB SSD M.2 PCIE (1 slot),Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,397 x 260 x 22~23.1 mm,1.96 kg
627,Laptop Asus Vivobook 14 X1402ZA-EK098W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3-1220P,8GB,DDR4 3200 MHz,256 GB SSD M2. PCIe,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11,324.9 x 213.9 x 19.9 mm,1.5 kg
628,Laptop ASUS TUF Gaming F15 FX507ZC-HN124W - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 3050 4GB GDDR6,Intel Core i7-12700H,8GB,DDR5 4800Mhz,512GB M.2 NVMe™ PCIe® 3.0 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,35.4 x 25.1 x 2.24 ~ 2.49 cm,2.20 Kg
629,Laptop HP 245 G9 6L1N8PA - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,"AMD Ryzen 5-5625U (2.3 GHz - 4.3 GHz, 6 nhân / 12 luồng, 16 MB)",8GB,DDR4 3200MHz,256GB SSD M.2 NVMe,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,32.4 x 22.59 x 1.99 cm,1.5 kg
630,Laptop MSI Modern 15 A11M-1024VN - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-1155G7,8GB,DDR4 3200MHz,512GB PCIe NVMe™ M.2 SSD (2 slots),Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,356.8 x 233.75 x 16.9 (mm),1.6 kg
631,Laptop MSI Modern 14 C7M-083VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 5-7530U,8GB,DDR4-3200 Onboard,512 GB 1x M.2 SSD slot (NVMe PCIe Gen3),Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,319.9 x 223 x 19.35 mm (W x D x H),1.4 kg
632,Laptop Asus ExpertBook B5302FEA LF0749W - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel® Iris Xe Graphics,"Intel® Core™ i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores)",8GB,8GB DDR4 on board,512GB SSD M.2 NVMe™ PCIe® 3.0,Có,,13.3 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,30.90 x 21.06 x 1.69 ~ 1.69 cm (rộng x dài x cao),1.30 kg
633,Laptop MSI Prestige 14 A11SCX-282VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce GTX1650 4GB GDDR6 with Max-Q Design + Intel Iris Xe Graphics,Intel Core i7-1185G7 3.0GHz up to 4.8GHz 12MB,8GB,"LPDDR4 4267MHz, không hỗ trợ nâng cấp",512GB PCIe NVMe Gen4x4,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,319 x 219 x 15.9 mm,1.29 kg
634,Laptop MSI Gaming GF63 THIN 10SCSR-830VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Geforce GTX 1650Ti MaxQ,Intel Core i7 10750H,8GB,"DDR4 8GB (1x 8GB) 2666Mhz, 2 khe cắm, hỗ trợ tối đa 32GB",512GB SSD NVMe M.2 PCIe Gen 3 x 4,,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,359 x 254 x 21.7 mm,1.8 kg
635,Laptop Lenovo Ideapad Gaming 3 15IAH7 82S9007TVN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce RTX 3050, 4 GB",Intel Core i5 Alder Lake - 12500H,8GB,DDR4 3200MHz,"512GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,359.6 x 266.4 x 21.8 mm,2.315 kg
636,Laptop HP Pavilion 15-EG2035TX 6K781PA - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce® MX550 2GB GDDR6,Intel® Core™ i5-1235U,8GB,8GB DDR4 3200MHz (2 x 4GB),512 GB PCIe® NVMe™ M.2 SSD,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,36.02 x 23.4 x 1.79 cm,1.74 kg
637,Laptop Lenovo Gaming Legion 5 15IAH7H 82RC0090VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce RTX™ 3050 Ti 4GB GDDR6,Intel Core i5-12500H,16GB,DDR5  4800MHz,512GB SSD M.2 2280 PCIe® 4.0x4 NVMe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home 64,358.8 x 262.35 x 19.99 mm,2.35 kg
