,name,priceOld,priceNew,warranty,card,cpu,ram_size,ram_type,hard_driver,touch_screen,panel,screen_size,resolution,os,size,weight
373,Laptop Lenovo Ideapad 1 15AMN7 82VG0022VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon 610M Graphics,"AMD Ryzen 5 7520U (4 lõi / 8 luồng, 2.8 / 4.3GHz, 2MB L2 / 4MB L3)",8GB,LPDDR5-5500 Onboard,512GB SSD M.2 2242 PCIe 4.0x4 NVMe(Hỗ trợ nâng cấp lên đến 1TB M.2 2242 SSD),Không,Tấm nền TN,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home Single Language,360.2 x 236 x 17.9 mm (W x D x H),1.58 kg
374,Laptop HP 240 G8 519A7PA - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Card tích hợp - Intel UHD Graphics,"Intel Core i3 Ice Lake - 1005G1, 1.20 GHz",4GB,"4 GB DDR4, 2666 MHz",256 GB SSD NVMe PCIe,,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,324 - 225.9 - 19.9 mm (Dài x Rộng x Dày),1.47 kg
375,Laptop Lenovo Ideapad 5 15ABA7 82SG007KVN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ Graphics,"AMD Ryzen™ 5 5625U (6C / 12T, 2.3 / 4.3GHz, 3MB L2 / 16MB L3)",8GB,DDR4 3200MHz,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11,356.67 x 233.13 x 16.9 mm,1.85 kg
376,Laptop HP 15-AY071TU X3B53PA - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel HD Graphics,Intel Pentium - N3710,4GB,DDR3L,HDD 500GB,,,15.6 inches,1366 x 768 pixels (HD+),,Dày 24.3 cm,2.19 kg
377,Laptop ASUS VivoBook D515UA-EJ082T - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ Graphics,AMD Ryzen 7-5700U 1.8GHz up to 4.3GHz 8MB,8GB,8GB DDR4 2666MHz Onboard,512GB SSD M.2 PCIE G3X4,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home,36.00 x 23.50 x 1.99 ~ 1.99 cm,1.8 kg
378,Laptop HP Pavilion 15-EG2089TU 7C0R1PA - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i7-1260P, 12 nhân / 16 luồng, 18MB Intel Smart Cache",8GB,DDR4 3200MHz (2 x 4GB),512GB SSD PCIe NVMe M.2,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home 64bit,36.02 x 23.4 x 1.79 cm (W x D x H),1.75 kg
379,Apple MacBook Air M1 16GB 256GB 2020 Đã kích hoạt,,,"Thân máy, cáp sạc, sách HDSH","GPU 7 nhân, 16 nhân Neural Engine",8 nhân với 4 nhân hiệu năng cao và 4 nhân tiết kiệm điện,16GB,,256GB SSD,Không,Tấm nền IPS,13.3 inches,2560 x 1600 pixels (2K),macOS Big Sur,1.61 cm x 30.41 cm x 21.24 cm,1.29 kg
380,Laptop ASUS TUF Gaming F15 FX507ZC-HN124W - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 3050 4GB GDDR6,Intel Core i7-12700H,8GB,DDR5 4800Mhz,512GB M.2 NVMe™ PCIe® 3.0 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,35.4 x 25.1 x 2.24 ~ 2.49 cm,2.20 Kg
381,Laptop Acer Predator Triton 300 PT315-53-7691 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce® RTX™ 3070,Intel Core i7-11800H,16GB,DDR4 SDRAM,1 TB PCI Express,Không,,15.6 inches,2560x1440 (Quad HD),Windows 10 Home,,
382,Laptop gaming MSI GF63 Thin 11SC 664VN - Đã kích hoạt,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce GTX1650 4GB GDDR6,Intel Core i5-11400H 2.2GHz up to 4.5GHz 12MB,8GB,DDR4 3200MHz,512 GB SSD NVMe PCIe1 khe HDD 2.5 inch,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,359 x 254 x 21.7 mm,1.86 kg
383,Laptop MSI Modern 14 B11SBU-668VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce MX450 2GB GDDR5,"Intel® Core™ i5-1155G7 (2.50GHz - 4.50GHz, 4 nhân 8 luồng, 8MB Cache)",8GB,DDR4 3200MHz,512GB SSD PCIe NVMe™ Gen3x4,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,319 x 219 x 16.9-18.1 (mm),1.3 kg
384,Laptop ASUS ZenBook UP5401ZA-KN005W - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-12500H,8GB,LPDDR5,LPDDR5,Có,Tấm nền OLED/AMOLED,14 inches,2880 x 1800 pixels,Windows 11 Home SL,31.10 x 22.30 x 1.59 ~ 1.59 cm,1.40 kg
385,Laptop ASUS TUF DASH Gaming F15 FX517ZC-HN079W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 3050 4GB GDDR6,Intel Core i5-12450H,8GB,DDR5 4800Mhz,512GB M.2 NVMe™ PCIe® 3.0 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,35.4 x 25.1 x 1.99 ~ 2.07 cm,2.00 Kg
386,Laptop Lenovo Ideapad 5 15ITL05 82FG - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core  I7-1165G7,16GB,DDR4 3200Mhz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB)",Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,356.67 x 233.13 x 19.9 mm,1.66 kg
387,Laptop MSI Modern 14 B11SBU-669VN - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce MX450, 2 GB",Intel Core i5 Tiger Lake - 1155G7,8GB,DDR4 3200 MHz,"512GB SSD NVMe PCIeCó thể tháo ra, lắp thanh khác tối đa 2 TB",Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,319 x 219 x 16.9 mm,1.3 kg
388,Laptop Gaming Acer Aspire 7 A715-42G-R4XX NH.QAYSV.008 - Cũ Trây Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Geforce GTX 1650 4GB,AMD Ryzen 5 5500U,8GB,"DDR4 3200MHz, 2 khe cắm tối đa 32GB",256GB SSD NVMe M.2 PCIe Gen 3 x 4,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,,2.1 kg
389,Laptop MSI Gaming Pulse GL66 11UDK-255VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Geforce RTX 3050Ti 4GB,Intel Core i7 11800H,16GB,"DDR4 16GB (2 x 8GB) 3200MHz; 2 khe, hỗ trợ tối đa 64GB",512GB SSD + 1 HDD 2.5',Không,Tấm nền IPS,15.6 inches,1080 x 1920 pixels (FullHD),Windows 10,357 x 248 x 27.5 mm,2.3 kg
390,Laptop CHUWI LarkBook - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics 600,Intel Celeron N4120,8GB,LPDDR4,SSD 256GB,,Tấm nền IPS,13.3 inches,1920 x 1080 pixels (FullHD),Windows 10 Home,,1.2 kg
391,Laptop Gaming Acer Aspire 7 A715-42G-R05G NH.QAYSV.007 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce® GTX 1650 4G-GDDR6,AMD Ryzen™ 5 5500U (2.1GHz/8MB cache),8GB,"DDR4, 2 khe cắm tối đa 32GB",512GB SSD PCIe NVMe (nâng cấp tối đa 1TB SSD),Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,363.4 (W) x 254.5 (D) x 22.9 (H) mm,2.1kg
392,Laptop ASUS TUF Gaming F15 FX506HC-HN144W - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 3050,Intel Core i5-11400H,8GB,DDR4-3200,512GB M.2 NVMe™ PCIe® 3.0 SSDTrống 1 khe SSD M2,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,35.9 x 25.6 x 2.28 ~ 2.45 cm,2.30 Kg
393,Laptop Lenovo IdeaPad 5 Pro 16AHC6 82L500WKVN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce GTX 1650 4GB GDDR6,"AMD Ryzen 5 5600H (6 lõi/12 luồng, 4.2GHz, 16MB)",16GB,16GB DDR4-3200 Onboard,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,Không,Tấm nền IPS,16 inches,2560 x 1600 pixels (2K),"Windows 11 Home 64, English",356 x 251 x 16.9 mm (W x D x H),1.9 kg
394,Laptop Dell Vostro 3405 V4R53500U001W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ Graphics,"AMD Ryzen™ 5-3500U, 2.10GHz upto 3.70GHz, 4 MB cache, 4 cores 8 threads",16GB,,512GB SSD M2 PCIe NVMe,Không,,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,32.8 x 23.9 x 1.99 cm,1.64 kg
395,Laptop Dell Latitude 3420 P114G001 - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3-1115G4,8GB,DDR4 3200Mhz,256GB SSD NVMe PCIe,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,326 x 226 x 17.6mm,1.52 Kg
396,Laptop Dell Vostro 3425 V4R55625U206W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,"AMD Ryzen 5 5625U (6 nhân / 12 luồng, 4.30 GHz, 16MB)",8GB,8GB DDR4 3200MHz,512 GB SSD M.2 2230 PCIe NVMe Gen4x4,,,14 inches,1920 x 1080 pixels (FullHD),Windows 11 + Microsoft Office Home and Student 2021,19.48 x 321.27 x 220.26 mm (H x W x D),1.49 kg
397,Laptop Lenovo IdeaPad 3 14ABA7 82RM003UVN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,"AMD Ryzen 7 5825U (8 lõi / 16 luồng, 4.5GHz, 16MB)",8GB,8GB DDR4-3200 Onboard,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,Không,Tấm nền TN,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home 64,324.2 x 215.7 x 19.9 mm (W x D x H),1.43 kg
398,Laptop HP 240 G9 6L1Y1PA  - Cũ Trầy Xước,,,"máy, bộ sạc",Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),Intel Core i5 Alder Lake - 1235U,8GB,DDR4 3200 MHz,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,324 x 225.9 x 19.9 mm,1.47 kg
399,Surface Pro X-LTE-SQ1 - Đã Kích Hoạt,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Microsoft® SQ1™ Adreno™ 685 GPU,Microsoft® SQ1™,8GB,,128 GB SSD,,,13 inches,2880 x 1920 pixels,,,0.774 kg
400,Surface Pro X-SQ1 - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Microsoft SQ1 Adreno 685 GPU,Microsoft SQ1,8GB,,256GB SSD,,,13 inches,2880 x 1920 pixels,Windows 10 Pro,287 mm x 208 mm x 7.3 mm,774 g
401,Laptop Dell Inspiron 15 3525 NH20W - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 7 5700U (8 lõi / 16 luồng),16GB,DDR4 3200 MHz,1 TB M.2 PCIe NVMe SSD,Không,Tấm nền WVA,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,358.50 x 235.60 x 16.96 - 21.07 mm (W x D x H),1.68 kg
402,Laptop Dell XPS 13 9300 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD G1,"Intel Core i5 1035G1, 4 nhân, 8 luồng",8GB,8GB LPDDR4X bus 3733MHz (Nâng cấp tối đa 8GB),SSD 256GB M.2 1,,Tấm nền IPS,13 inches,1920 x 1200 pixels (FullHD+),Windows 10,30 x 20 x 1.2 mm (Dài x Rộng x Dày),1.3 kg
403,Laptop HP Gaming Victus 16-E0000 2V8Z4AV - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 3050TI 4GB GDDR6,AMD Ryzen 5 5600H 3.3GHz up to 4.2GHz 16MB,16GB,DDR4 3200MHz,1TB PCIE,Không,Tấm nền IPS,16.1 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,"37 x 26 x 2,35 cm",2.46 kg
404,Laptop Acer Aspire 5 A514-55-5954 NX.K5BSV.001- Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-1235U,8GB,DDR4,512GB SSD,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11,328.1 (W) x 221.2 (D) x 17.9 (H) mm,1.4 kg
405,Laptop Asus Vivobook E1404FA-NK186W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 5-	7520U,16GB,LPDDR5	5500 MHz,512GB M.2 NVMe PCIe 4.0 SSD,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,32.45 x 21.39 x 1.79 cm,1.3 kg
406,Laptop MSI Gaming GF63 10SC 804VN - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","Nvidia Geforce GTX 1650 MaxQ, GDDR6 4GB",Intel Core i5 10500H,8GB,"DDR4 3200Mhz, 2 khe cắm tối đa 32GB",512GB NVMe PCIe Gen3x4 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10,,1.86 kg
407,Laptop HP Pavilion x360 DH1137TU-8QP82PA - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics 605,Intel Core i3 Comet Lake - 10110U,4GB,"4 GB, DDR4, 2666 MHz",256 GB SSD NVMe PCIe,Có,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10,324 x 222.9 x 19.7 mm,1.58 kg
408,Laptop Huawei Matebook D15 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel® UHD Graphics,Intel® Core™ i3-10110U,8GB,DDR4,256GB SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 SL,357.8 x 229.9 x 16.9 mm,"1,56 kg"
409,Laptop Asus ExpertBook L1500CDA-EJ0714W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon™ Graphics,AMD Ryzen 3 3250U (Up to 3.5GHz) 2 Cores 4 Threads,4GB,DDR4,256GB SSD M.2 PCIe 3.01 x slot SSD/HDD 2.5 inch SATA,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,358. x 236.5 x 19.4 mm,1.75 kg
410,Surface Pro 8 Core i5 / 8GB / 128GB - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,4 nhân Intel thế hệ 11 Core i5 chuẩn Intel Evo,8GB,LPDDR4x,Thẻ SSD 128GB có thể thay thế được,Có,Tấm nền IPS,13 inches,2880 x 1920 pixels,Windows 11 Home SL,287mm x 208mm x 9.3mm,891 g
411,Laptop MSI Gaming Bravo 15 B7ED-010VN - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","AMD Radeon RX 6550M, 4 GB","AMD Ryzen 5 - 7535HS (6 lõi / 12 luồng, 3.30 GHz, Turbo Boost 4.55 GHz, 16 MB)",16GB,DDR5 4800 MHz,512 GB SSD NVMe PCIe Gen 4.0(Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng),Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,359 x 259 x 24.95 mm  (Dài x Rộng x dày),2.25 kg
412,Laptop Asus VivoBook 15 OLED A1505VA-L1201W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i9-13900H 2.6 GHz (24MB Cache, up to 5.4 GHz, 14 lõi / 20 luồng)",16GB,DDR4,512GB M.2 NVMe PCIe 3.0 SSD,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,35.68 x 22.76 x 1.99 ~ 1.99 cm (W x H x D),1.70 kg
413,Laptop Gigabyte G5 GD-51VN123SO - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVidia Geforce RTX 3050 4GB GDDR6,"Intel Core i5-11400H (6 lõi / 12 luồng, 2.70 GHz up to 4.50 GHz, 12 MB)",16GB,DDR4 3200Mhz,512GB M.2 NVMe PCIe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,36.1 x 25.8 x 2.49 ~ 3.16 cm (Dài x Rộng x Cao),2.03 kg
414,Laptop Dell Vostro 3400 70253900 - Cũ trầy xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Core i5 1135G7 2.4 Ghz up to 4.2Ghz-8Mb,8GB,8Gb (2 Khe cắm / Hỗ trợ tối đa 16GB),256Gb,Không,,14 inches,,Windows 10 Home,36.4 x 24.9 x 1.99 cm,1.58 kg
415,Laptop Dell Vostro 3520 5M2TT2 - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel UHD Graphics,"Intel Core i5 Alder Lake - 1235U  1.30 GHz ( up to 4.4 GHz, 10 nhân / 12 luồng, 12 MB Cache)",8GB,DDR4 3200 MHz,512GB SSD NVMe PCIe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,358.5 x 235.56 x 19 mm,1.67 kg
416,Laptop ASUS Vivobook 14X A1403ZA-LY143W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3 Alder Lake - 1220P,8GB,DDR4 3200 MHz,512GB SSD NVMe PCIe,Không,Tấm nền IPS,14 inches,1920 x 1200 pixels (WUXGA),Windows 11 Home SL,317.1 x 222 x 19.9 mm,1.6 kg
417,Surface Laptop 4 13.5 inch - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i7 1185G7,32GB,,SSD 1TB,,,13.5 inches,2256 x 1504 pixels (Full HD+),Windows 10 Home,308 x 223 x 14.5 mm,"1,288 kg"
418,Laptop Asus TUF Gaming F15 FX507ZE-HN093W - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU,"Intel® Core™ i7-12700H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 14 cores: 6 P-cores and 8 E-cores)",8GB,DDR5-4800 SO-DIMM,512GB M.2 NVMe™ PCIe® 3.0 SSD,,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,35.4 x 25.1 x 2.24 ~ 2.49 cm,2.20 Kg
419,Laptop Asus Rog Strix Scar 17 733QS - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Geforce RTX 3080 16GB,Ryzen 9 5900HX 8 nhân 16 luồng,32GB,"DDR4 3200Mhz, 2 khe cắm, hỗ trợ tối đa 64GB",1TB SSD,,,17.3 inches,1080 x 1920 pixels (FullHD),Windows 10 SL 64 Bit,Ngang 39.5 x Dài 28.2 x Dày 2.34 ~ 2.75 cm,3Kg
